,molecule_chembl_id,canonical_smiles,standard_value
6836,CHEMBL3673204,COC[C@@H](C)NCc1ccc(F)c([C@]23CO[C@@H](c4cnn(C)c4)C[C@H]2CSC(N)=N3)c1,36.0
6837,CHEMBL3673205,C[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@@]2(c2cc(CNCC(F)(F)F)ccc2F)CO1,150.0
6838,CHEMBL3673206,C[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@@]2(c2cc(CNCC(F)(F)F)c(F)cc2F)CO1,68.0
6839,CHEMBL3673207,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N2CCON=C21,1.1
6840,CHEMBL3673208,COC1CCC2(CC1)Cc1ccc(-c3cccc(OC(F)(F)F)c3)cc1C21N=C(N)N2CCON=C21,2.19
6841,CHEMBL3673209,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N2CCCN=C21,9.5
6842,CHEMBL3673210,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N2CCCN=C21,29.0
6843,CHEMBL3673211,COC1CCC2(CC1)Cc1ccc(-c3cccnc3)cc1C21N=C(N)N2CCCN=C21,14.0
6844,CHEMBL3673212,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N2CC(F)(F)CN=C21,5.0
6845,CHEMBL3673213,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N2CC(C)(C)CN=C21,2816.0
6846,CHEMBL3673214,CCC1CN=C2N(C1)C(N)=NC21c2cc(-c3cc(F)cc(Cl)c3)ccc2CC12CCC(OC)CC2,7.5
6847,CHEMBL3673215,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N2CC(F)(F)CN=C21,16.3
6848,CHEMBL3673216,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N2CC3(CC3)CN=C21,733.0
6849,CHEMBL3673217,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)N2CC3(CC3)CN=C21,242.0
6850,CHEMBL3673218,COc1ccc2c(c1)C1(N=C(N)N3C(C(F)(F)F)CCCC31)C1(CCC(OC)CC1)C2,50000.0
6851,CHEMBL3673219,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)c2ccccc21,55.0
6852,CHEMBL3673220,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2ccccc21,14.5
6853,CHEMBL3673221,COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)c2ccccc21,6.0
6854,CHEMBL3673222,COC1CCC2(CC1)Cc1ccc(-c3cncc(C(F)(F)F)c3)cc1C21N=C(N)c2ccccc21,47.0
6855,CHEMBL3673223,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2ccc(C#N)cc21,3.6
6856,CHEMBL3911056,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2ccc(C#N)cc21,4.6
6857,CHEMBL4110087,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1[C@]21N=C(N)c2ccc(C#N)cc21,5.9
6858,CHEMBL3673225,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)c2ccc(C#N)cc21,20.0
6859,CHEMBL3673226,COC1CCC2(CC1)Oc1ccc(C#CC3CC3)cc1C21N=C(N)c2ccccc21,74.0
6860,CHEMBL3673227,COC1CCC2(CC1)Oc1ccc(Cl)cc1C21N=C(N)c2ccccc21,413.0
6861,CHEMBL3673228,COC1CCC2(CC1)Oc1ccc(Cl)cc1C21N=C(N)c2ccc(C#N)cc21,83.0
6862,CHEMBL3673229,COc1ccc2c(c1)C1(N=C2N)c2cc(Br)ccc2CC12CCC(OC)CC2,1428.0
6863,CHEMBL3673230,COc1ccc2c(c1)C1(N=C2N)c2cc(C#CC3CC3)ccc2CC12CCC(OC)CC2,35.0
6864,CHEMBL3673231,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)c2ccc(C(F)(F)F)cc21,65.0
6865,CHEMBL3673232,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2ccc(C(F)(F)F)cc21,6.5
6866,CHEMBL3673233,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(N)c2ccccc21,13.0
6867,CHEMBL3673234,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2c(F)cccc21,5.0
6868,CHEMBL3673235,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)c2c(F)cccc21,13.0
6869,CHEMBL3673236,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)c2cc(C#N)ccc21,24.8
6870,CHEMBL3673237,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)c2cc(C#N)ccc21,4.09
6871,CHEMBL4111029,CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,1900.0
6872,CHEMBL3961031,C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,1000.0
6873,CHEMBL3913362,C#CCOc1cnc(C(=O)Nc2cccc(C3(C(F)(F)F)CCSC(N)=N3)c2)cn1,1000.0
6874,CHEMBL3940114,C=C1C[C@@](C)(c2cncc(NC(=O)c3ccc(C#N)cn3)c2)N=C(N)S1,1000.0
6875,CHEMBL3924587,C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)cnc2C)N=C(N)S1,1000.0
6876,CHEMBL3948890,C/C(CN(C)C)=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,1000.0
6877,CHEMBL3897618,C/C(CN1CCCC1)=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,1000.0
6878,CHEMBL3925706,C/C(CN1CCC(F)(F)C1)=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,1000.0
6879,CHEMBL3903105,C/C(CN1CCOCC1)=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,1000.0
6880,CHEMBL3983670,C=C1C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)cnc2Cl)N=C(N)S1,1000.0
6881,CHEMBL3985821,C/C(=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1)C(F)F,1000.0
6882,CHEMBL3961308,C/C(CO)=C1\C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,1000.0
6883,CHEMBL3917824,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3F)ccc2F)C=CSC(N)=N1,1000.0
6884,CHEMBL3977985,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cn3)ccc2F)C=CSC(N)=N1,1000.0
6885,CHEMBL3899971,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cn3)ccc2F)C=CSC(N)=N1,1000.0
6886,CHEMBL3971989,C[C@@]1(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)C=CSC(N)=N1,1000.0
6887,CHEMBL3931014,Cc1ncn(-c2cnc(C(=O)Nc3ccc(F)c([C@]4(C)C=CSC(N)=N4)c3)cn2)n1,1000.0
6888,CHEMBL3908167,NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(NC(=O)c3ncc(Cl)cc3Cl)c2)CS1,1000.0
6889,CHEMBL3911592,CC(C)(O)/C=C1/C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,1000.0
6890,CHEMBL3986758,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C/C(=C/CO)SC(N)=N1,1000.0
6891,CHEMBL3917025,C=C1C[C@@](C)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)S1,1000.0
6894,CHEMBL3985304,NC1=NC(c2cccc(NC(=O)c3ncc(Cl)cc3Cl)c2)(C(F)(F)F)CCS1,1000.0
6895,CHEMBL3979981,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)c(N)n1,1000.0
6896,CHEMBL3904244,C[C@@]1(c2cc(NC(=O)c3cnc(-c4ccc[nH]4)cn3)ccc2F)C=CSC(N)=N1,1000.0
6897,CHEMBL3898089,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)cn1,1000.0
6898,CHEMBL3925311,C[C@@]1(c2cc(NC(=O)c3ccc(OCCF)cn3)ccc2F)C=CSC(N)=N1,1000.0
6899,CHEMBL3924127,C[C@@]1(c2cc(NC(=O)c3cnc(OCCF)cn3)ccc2F)C=CSC(N)=N1,1000.0
6900,CHEMBL3950982,C#Cc1ccc(C(=O)Nc2cccc([C@]3(C)C=CSC(N)=N3)c2)nc1,1000.0
6901,CHEMBL3915119,C#CCOc1cnc(C(=O)Nc2cccc([C@]3(C)C=CSC(N)=N3)c2)cn1,1000.0
6902,CHEMBL3939670,COc1cnc(C(=O)Nc2cccc([C@]3(C)C=CSC(N)=N3)c2)cn1,1000.0
6903,CHEMBL3902683,CC1=C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,1000.0
6904,CHEMBL3969031,CC1=C[C@@](C)(c2cc(NC(=O)c3cnc(C#N)cn3)ccc2F)N=C(N)S1,1000.0
6905,CHEMBL3893717,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=C(C)SC(N)=N3)c2)cn1,1000.0
6906,CHEMBL3925245,Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=C(c4ccccc4)SC(N)=N3)c2)cn1,1000.0
6907,CHEMBL3986007,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=C(c4ccccc4)SC(N)=N3)c2)cn1,1000.0
6908,CHEMBL3916243,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,1000.0
6910,CHEMBL3950176,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)co1,1000.0
6911,CHEMBL3890748,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)cn1,1000.0
6912,CHEMBL3891839,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)cn1,1000.0
6913,CHEMBL3960848,Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)cn1,1000.0
6914,CHEMBL3910493,COc1ccc(C2(c3cccc(NC(=O)c4cnc(O)cn4)c3)CSC(N)=N2)cc1,1000.0
6915,CHEMBL3911577,COc1ccc(C2(c3cccc(NC(=O)c4ncc(Cl)cc4Cl)c3)CSC(N)=N2)cc1,1000.0
6916,CHEMBL3894365,COCCOc1cnc(C(=O)Nc2cccc(C3(C4CCCCC4)CSC(N)=N3)c2)cn1,1000.0
6917,CHEMBL3693256,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,604.5
6918,CHEMBL3693257,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)O[C@H]4C[C@H]43)c2)cn1,252.6
6920,CHEMBL3683789,COc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,117.5
6921,CHEMBL3683790,Cc1cc(OCC#CC(C)(C)O)cnc1C(=O)Nc1ccc(F)c(C2(C)N=C(N)O[C@H]3C[C@H]32)c1,206.5
6922,CHEMBL3683791,Cc1cc(NC(=O)c2ccc(Cl)cn2)cc([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1F,43.2
6923,CHEMBL3683792,NC1=N[C@@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)[C@@H]2C[C@@H]2O1,306.0
6925,CHEMBL3683793,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,5.4
6926,CHEMBL3683794,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)cn1,6215.0
6927,CHEMBL3683795,CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,1.6
6928,CHEMBL3683796,CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)cn1,295.5
6929,CHEMBL3683797,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,69.8
6930,CHEMBL3683798,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)nc1,16500.0
6931,CHEMBL3683799,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)[C@H]2C[C@H]2O1,46.9
6932,CHEMBL3683800,NC1=N[C@@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)[C@@H]2C[C@@H]2O1,6495.0
6933,CHEMBL3683801,COc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,134.5
6934,CHEMBL3683802,COCc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,27.7
6935,CHEMBL3683803,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,22.5
6936,CHEMBL3683804,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,14.2
6937,CHEMBL3683805,COc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,55.5
6938,CHEMBL3683806,NC1=N[C@](CF)(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)cc(F)c2F)[C@H]2C[C@H]2O1,18.0
6939,CHEMBL3683807,NC1=N[C@@](CF)(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)cc(F)c2F)[C@@H]2C[C@@H]2O1,21150.0
6940,CHEMBL3683808,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)[C@H]2C[C@H]2O1,43.9
6941,CHEMBL3683809,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,30.8
6942,CHEMBL3683810,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(CF)N=C(N)O[C@H]3C[C@H]32)c1,26621.0
6943,CHEMBL3683811,Cc1cc(C(F)(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,62.7
6944,CHEMBL3683812,Cc1cc(C(F)(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(CF)N=C(N)O[C@H]3C[C@H]32)c1,40000.0
6945,CHEMBL3683813,Cc1nc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)N=C(N)O[C@H]3C[C@H]32)c1,61.6
6946,CHEMBL3683814,Cc1ncc(Cl)nc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)N=C(N)O[C@H]3C[C@H]32)c1,2510.0
6947,CHEMBL3683815,NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)[C@@H]2C[C@@H]2O1,36.2
6948,CHEMBL3683816,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)c1,12.9
6949,CHEMBL3683817,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)O[C@H]4C[C@H]43)c2)c(C)c1,2250.0
6950,CHEMBL3683818,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)c(C)n1,158.0
6951,CHEMBL3683819,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)nc1,34.5
6953,CHEMBL3683820,Cc1c(C(=O)Nc2ccc(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)nc2ccc(Cl)cn12,166.8
6954,CHEMBL3683821,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)c(Cl)c1,26.6
6955,CHEMBL3683822,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)n1,63.7
6958,CHEMBL3683823,N#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(Cl)c1,15.3
6960,CHEMBL3683824,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)O[C@@H]2C[C@@H]21,65.0
6961,CHEMBL3683825,Cc1c(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc2ccc(Cl)cn12,126.0
6962,CHEMBL3683826,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(Cl)c1,56.8
6963,CHEMBL3683827,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,27.6
6964,CHEMBL3683828,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,76.3
6965,CHEMBL3683829,NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)cnc2F)(C(F)F)[C@@H]2C[C@@H]2O1,114.5
6966,CHEMBL3683830,NC1=N[C@@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,24.7
6967,CHEMBL3683831,N#Cc1ccc(C(=O)Nc2cnc(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)nc1,165.0
6968,CHEMBL3683832,NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,26.6
6969,CHEMBL3683833,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,26.8
6970,CHEMBL3683834,COc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2F)nc1,40000.0
6971,CHEMBL3683835,COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2F)nc1,3038.9
6972,CHEMBL3683836,COC[C@]1(c2cc(NC(=O)c3cnc(OC)cn3)ccc2F)N=C(N)O[C@@H]2C[C@@H]21,7950.0
6973,CHEMBL3683837,COC[C@@]1(c2cc(NC(=O)c3cnc(OC)cn3)ccc2F)N=C(N)O[C@H]2C[C@H]21,40000.0
6974,CHEMBL3683838,COC[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)O[C@@H]2C[C@@H]21,2740.0
6975,CHEMBL3683839,COC[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)O[C@H]2C[C@H]21,40000.0
6976,CHEMBL3683840,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(OC)n1,494.5
6977,CHEMBL3683841,COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,34.0
6978,CHEMBL3683842,COc1cc(C#N)cnc1C(=O)Nc1cc(Cl)c(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,75.9
6979,CHEMBL3683843,Cc1cc(OC(F)F)cnc1C(=O)Nc1cc(Cl)c(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,32.3
6980,CHEMBL3683844,N#Cc1ccc(C(=O)Nc2cc(Cl)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,29.4
6981,CHEMBL3683845,COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)n1,73.1
6982,CHEMBL3683846,NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)cc(Cl)c2F)[C@H]2C[C@H]2O1,13.6
6983,CHEMBL3683847,Cc1cc(C#N)cnc1C(=O)Nc1cc(Cl)c(F)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,50.6
6984,CHEMBL3683848,NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)(C(F)F)[C@@H]2C[C@@H]2O1,17050.0
6985,CHEMBL3683849,N#Cc1ccc(C(=O)Nc2ccc(Cl)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,19.1
6986,CHEMBL3683850,N#Cc1ccc(C(=O)Nc2ccc(Cl)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)nc1,31911.0
6987,CHEMBL3683851,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,3.5
6988,CHEMBL3683852,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,1.0
6989,CHEMBL3683853,NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)(C(F)F)[C@H]2C[C@H]2O1,37.1
6992,CHEMBL3683854,COc1ccc(C(=O)Nc2ccc(Cl)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,61.1
6993,CHEMBL3683855,COc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)c1,97.1
6994,CHEMBL3683856,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCc4cocn4)cn3)ccc2Cl)(C(F)F)[C@H]2C[C@H]2O1,35.6
6995,CHEMBL3683857,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,121.5
6996,CHEMBL3683858,COc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,87.3
6997,CHEMBL3683859,NC1=N[C@@](CF)(c2nc(NC(=O)c3ccc(Cl)cn3)ccc2F)[C@@H]2C[C@@H]2O1,39340.0
6998,CHEMBL3683860,NC1=N[C@](CF)(c2nc(NC(=O)c3ccc(Cl)cn3)ccc2F)[C@H]2C[C@H]2O1,252.0
6999,CHEMBL3683861,NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)(C(F)F)[C@H]2C[C@H]2O1,19.6
7000,CHEMBL3683862,NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)(C(F)F)[C@@H]2C[C@@H]2O1,10365.0
7001,CHEMBL3683863,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)nc1,12050.0
7002,CHEMBL3639827,NC1=N[C@](c2cc(NC(=O)c3nn(C(F)F)cc3Cl)cc(F)c2F)(C(F)F)[C@@H]2C[C@@H]2O1,26194.0
7003,CHEMBL3683864,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,6505.0
7004,CHEMBL3683865,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,40000.0
7005,CHEMBL3683866,N#Cc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,27.5
7006,CHEMBL3683867,NC1=N[C@@](c2cc(NC(=O)c3nn(C(F)F)cc3Cl)cc(F)c2F)(C(F)F)[C@H]2C[C@H]2O1,9.8
7008,CHEMBL3683868,NC1=N[C@@](c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)(C(F)F)[C@H]2C[C@H]2O1,18.5
7009,CHEMBL3683869,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)[C@H]2C[C@H]2O1,21.1
7010,CHEMBL3683870,NC1=N[C@@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)[C@@H]2C[C@@H]2O1,1560.0
7011,CHEMBL3683871,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,55.9
7012,CHEMBL3683872,Cc1nc(OCC(F)(F)F)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,50.0
7013,CHEMBL3683873,COc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,83.3
7014,CHEMBL3683874,Cc1cc(C(F)F)cnc1C(=O)Nc1ccc(Cl)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,99.0
7016,CHEMBL3683875,Cc1cc(NC(=O)c2ccc(Cl)cn2)cc([C@]2(C(F)F)N=C(N)O[C@H]3C[C@H]32)c1F,3530.0
7017,CHEMBL3683876,Cc1cc(C(F)(F)F)cnc1C(=O)Nc1ccc(Cl)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,80.6
7018,CHEMBL3683877,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(Cl)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,83.5
7019,CHEMBL3683878,N#Cc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(Cl)c1,39.5
7020,CHEMBL3683879,COCc1cc(Cl)cnc1C(=O)Nc1ccc(Cl)c([C@@]2(CF)N=C(N)O[C@@H]3C[C@@H]32)c1,50.8
7021,CHEMBL3683880,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,38.9
7022,CHEMBL3683881,COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,84.5
7023,CHEMBL3683882,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)c1,185.0
